jsonstat,.,|
2024S1,TOTAL,Y042,M,POP,p,60835
2024S1,TOTAL,Y042,F,POP,p,59557
2024S1,TOTAL,Y042,TOTAL,POP,p,120392
2024S1,TOTAL,Y043,M,POP,p,63433
2024S1,TOTAL,Y043,F,POP,p,62667
2024S1,TOTAL,Y043,TOTAL,POP,p,126100
2024S1,TOTAL,Y044,M,POP,p,65502
2024S1,TOTAL,Y044,F,POP,p,63899
2024S1,TOTAL,Y044,TOTAL,POP,p,129401
2024S1,TOTAL,Y045,M,POP,p,68858
2024S1,TOTAL,Y045,F,POP,p,66570
2024S1,TOTAL,Y045,TOTAL,POP,p,135428
2024S1,TOTAL,Y046,M,POP,p,69750
2024S1,TOTAL,Y046,F,POP,p,67338
2024S1,TOTAL,Y046,TOTAL,POP,p,137088
2024S1,TOTAL,Y047,M,POP,p,70476
2024S1,TOTAL,Y047,F,POP,p,67992
2024S1,TOTAL,Y047,TOTAL,POP,p,138468
2024S1,TOTAL,Y048,M,POP,p,70539
2024S1,TOTAL,Y048,F,POP,p,67894
2024S1,TOTAL,Y048,TOTAL,POP,p,138433
2024S1,TOTAL,Y049,M,POP,p,69546
2024S1,TOTAL,Y049,F,POP,p,66763
2024S1,TOTAL,Y049,TOTAL,POP,p,136309
2024S1,TOTAL,Y050,M,POP,p,66653
2024S1,TOTAL,Y050,F,POP,p,64717
2024S1,TOTAL,Y050,TOTAL,POP,p,131370
2024S1,TOTAL,Y051,M,POP,p,65521
2024S1,TOTAL,Y051,F,POP,p,63623
2024S1,TOTAL,Y051,TOTAL,POP,p,129144
2024S1,TOTAL,Y052,M,POP,p,63401
2024S1,TOTAL,Y052,F,POP,p,61603
2024S1,TOTAL,Y052,TOTAL,POP,p,125004
2024S1,TOTAL,Y053,M,POP,p,61904
2024S1,TOTAL,Y053,F,POP,p,60614
2024S1,TOTAL,Y053,TOTAL,POP,p,122518
2024S1,TOTAL,Y054,M,POP,p,59441
2024S1,TOTAL,Y054,F,POP,p,58814
2024S1,TOTAL,Y054,TOTAL,POP,p,118255
2024S1,TOTAL,Y055,M,POP,p,58353
2024S1,TOTAL,Y055,F,POP,p,57882
2024S1,TOTAL,Y055,TOTAL,POP,p,116235
2024S1,TOTAL,Y056,M,POP,p,57772
2024S1,TOTAL,Y056,F,POP,p,57965
2024S1,TOTAL,Y056,TOTAL,POP,p,115737
2024S1,TOTAL,Y057,M,POP,p,56248
2024S1,TOTAL,Y057,F,POP,p,56326
2024S1,TOTAL,Y057,TOTAL,POP,p,112574
2024S1,TOTAL,Y058,M,POP,p,54623
2024S1,TOTAL,Y058,F,POP,p,55836
2024S1,TOTAL,Y058,TOTAL,POP,p,110459
2024S1,TOTAL,Y059,M,POP,p,54570
2024S1,TOTAL,Y059,F,POP,p,55931
2024S1,TOTAL,Y059,TOTAL,POP,p,110501
2024S1,TOTAL,Y060,M,POP,p,50121
2024S1,TOTAL,Y060,F,POP,p,52927
2024S1,TOTAL,Y060,TOTAL,POP,p,103048
2024S1,TOTAL,Y061,M,POP,p,48582
2024S1,TOTAL,Y061,F,POP,p,51442
2024S1,TOTAL,Y061,TOTAL,POP,p,100024
2024S1,TOTAL,Y062,M,POP,p,46235
2024S1,TOTAL,Y062,F,POP,p,50256
2024S1,TOTAL,Y062,TOTAL,POP,p,96491
2024S1,TOTAL,Y063,M,POP,p,46072
2024S1,TOTAL,Y063,F,POP,p,50187
2024S1,TOTAL,Y063,TOTAL,POP,p,96259
2024S1,TOTAL,Y064,M,POP,p,44368
2024S1,TOTAL,Y064,F,POP,p,49325
2024S1,TOTAL,Y064,TOTAL,POP,p,93693
2024S1,TOTAL,Y065,M,POP,p,43546
2024S1,TOTAL,Y065,F,POP,p,48346
2024S1,TOTAL,Y065,TOTAL,POP,p,91892
2024S1,TOTAL,Y066,M,POP,p,41915
2024S1,TOTAL,Y066,F,POP,p,47162
2024S1,TOTAL,Y066,TOTAL,POP,p,89077
2024S1,TOTAL,Y067,M,POP,p,38856
2024S1,TOTAL,Y067,F,POP,p,44058
2024S1,TOTAL,Y067,TOTAL,POP,p,82914
2024S1,TOTAL,Y068,M,POP,p,37536
2024S1,TOTAL,Y068,F,POP,p,43021
2024S1,TOTAL,Y068,TOTAL,POP,p,80557
2024S1,TOTAL,Y069,M,POP,p,35881
2024S1,TOTAL,Y069,F,POP,p,41654
2024S1,TOTAL,Y069,TOTAL,POP,p,77535
2024S1,TOTAL,Y070,M,POP,p,35409
2024S1,TOTAL,Y070,F,POP,p,41240
2024S1,TOTAL,Y070,TOTAL,POP,p,76649
2024S1,TOTAL,Y071,M,POP,p,34753
2024S1,TOTAL,Y071,F,POP,p,40872
2024S1,TOTAL,Y071,TOTAL,POP,p,75625
2024S1,TOTAL,Y072,M,POP,p,32117
2024S1,TOTAL,Y072,F,POP,p,38399
2024S1,TOTAL,Y072,TOTAL,POP,p,70516
2024S1,TOTAL,Y073,M,POP,p,30529
2024S1,TOTAL,Y073,F,POP,p,37193
2024S1,TOTAL,Y073,TOTAL,POP,p,67722
2024S1,TOTAL,Y074,M,POP,p,31408
2024S1,TOTAL,Y074,F,POP,p,38478
2024S1,TOTAL,Y074,TOTAL,POP,p,69886
2024S1,TOTAL,Y075,M,POP,p,32199
2024S1,TOTAL,Y075,F,POP,p,40513
2024S1,TOTAL,Y075,TOTAL,POP,p,72712
2024S1,TOTAL,Y076,M,POP,p,28986
2024S1,TOTAL,Y076,F,POP,p,36420
2024S1,TOTAL,Y076,TOTAL,POP,p,65406
2024S1,TOTAL,Y077,M,POP,p,26403
2024S1,TOTAL,Y077,F,POP,p,33826
2024S1,TOTAL,Y077,TOTAL,POP,p,60229
2024S1,TOTAL,Y078,M,POP,p,26849
2024S1,TOTAL,Y078,F,POP,p,35074
2024S1,TOTAL,Y078,TOTAL,POP,p,61923
2024S1,TOTAL,Y079,M,POP,p,24268
2024S1,TOTAL,Y079,F,POP,p,32545
2024S1,TOTAL,Y079,TOTAL,POP,p,56813
2024S1,TOTAL,Y080,M,POP,p,22662
2024S1,TOTAL,Y080,F,POP,p,30933
2024S1,TOTAL,Y080,TOTAL,POP,p,53595
2024S1,TOTAL,Y081,M,POP,p,18728
2024S1,TOTAL,Y081,F,POP,p,25523
2024S1,TOTAL,Y081,TOTAL,POP,p,44251
2024S1,TOTAL,Y082,M,POP,p,16612
2024S1,TOTAL,Y082,F,POP,p,23598
2024S1,TOTAL,Y082,TOTAL,POP,p,40210
2024S1,TOTAL,Y083,M,POP,p,19802
2024S1,TOTAL,Y083,F,POP,p,28091
2024S1,TOTAL,Y083,TOTAL,POP,p,47893
2024S1,TOTAL,Y084,M,POP,p,10281
2024S1,TOTAL,Y084,F,POP,p,15456
2024S1,TOTAL,Y084,TOTAL,POP,p,25737
2024S1,TOTAL,Y085,M,POP,p,11445
2024S1,TOTAL,Y085,F,POP,p,18067
2024S1,TOTAL,Y085,TOTAL,POP,p,29512
2024S1,TOTAL,Y086,M,POP,p,12724
2024S1,TOTAL,Y086,F,POP,p,20968
2024S1,TOTAL,Y086,TOTAL,POP,p,33692
2024S1,TOTAL,Y087,M,POP,p,11822
2024S1,TOTAL,Y087,F,POP,p,21159
2024S1,TOTAL,Y087,TOTAL,POP,p,32981
2024S1,TOTAL,Y088,M,POP,p,10232
2024S1,TOTAL,Y088,F,POP,p,18437
2024S1,TOTAL,Y088,TOTAL,POP,p,28669
2024S1,TOTAL,Y089,M,POP,p,8615
2024S1,TOTAL,Y089,F,POP,p,16536
2024S1,TOTAL,Y089,TOTAL,POP,p,25151
2024S1,TOTAL,Y090,M,POP,p,7315
2024S1,TOTAL,Y090,F,POP,p,15103
2024S1,TOTAL,Y090,TOTAL,POP,p,22418
2024S1,TOTAL,Y091,M,POP,p,6111
2024S1,TOTAL,Y091,F,POP,p,13215
2024S1,TOTAL,Y091,TOTAL,POP,p,19326
2024S1,TOTAL,Y092,M,POP,p,4713
2024S1,TOTAL,Y092,F,POP,p,11064
2024S1,TOTAL,Y092,TOTAL,POP,p,15777
2024S1,TOTAL,Y093,M,POP,p,3559
2024S1,TOTAL,Y093,F,POP,p,9301
2024S1,TOTAL,Y093,TOTAL,POP,p,12860
2024S1,TOTAL,Y094,M,POP,p,2534
2024S1,TOTAL,Y094,F,POP,p,6886
2024S1,TOTAL,Y094,TOTAL,POP,p,9420
2024S1,TOTAL,Y095,M,POP,p,1875
2024S1,TOTAL,Y095,F,POP,p,5471
2024S1,TOTAL,Y095,TOTAL,POP,p,7346
2024S1,TOTAL,Y096,M,POP,p,1251
2024S1,TOTAL,Y096,F,POP,p,4036
2024S1,TOTAL,Y096,TOTAL,POP,p,5287
2024S1,TOTAL,Y097,M,POP,p,856
2024S1,TOTAL,Y097,F,POP,p,3024
2024S1,TOTAL,Y097,TOTAL,POP,p,3880
2024S1,TOTAL,Y098,M,POP,p,569
2024S1,TOTAL,Y098,F,POP,p,2146
2024S1,TOTAL,Y098,TOTAL,POP,p,2715
2024S1,TOTAL,Y099,M,POP,p,358
2024S1,TOTAL,Y099,F,POP,p,1427
2024S1,TOTAL,Y099,TOTAL,POP,p,1785
2024S1,TOTAL,Y_GE100,M,POP,p,415
2024S1,TOTAL,Y_GE100,F,POP,p,2317
2024S1,TOTAL,Y_GE100,TOTAL,POP,p,2732
2024S1,TOTAL,TOTAL,M,POP,p,3945812
2024S1,TOTAL,TOTAL,F,POP,p,4070794
2024S1,TOTAL,TOTAL,TOTAL,POP,p,8016606
2024S2,TOTAL,Y000,M,POP,p,28421
2024S2,TOTAL,Y000,F,POP,p,26582
2024S2,TOTAL,Y000,TOTAL,POP,p,55003
2024S2,TOTAL,Y001,M,POP,p,29432
2024S2,TOTAL,Y001,F,POP,p,27626
2024S2,TOTAL,Y001,TOTAL,POP,p,57058
2024S2,TOTAL,Y002,M,POP,p,30698
2024S2,TOTAL,Y002,F,POP,p,28893
2024S2,TOTAL,Y002,TOTAL,POP,p,59591
2024S2,TOTAL,Y003,M,POP,p,31297
2024S2,TOTAL,Y003,F,POP,p,29925
2024S2,TOTAL,Y003,TOTAL,POP,p,61222
2024S2,TOTAL,Y004,M,POP,p,32177
2024S2,TOTAL,Y004,F,POP,p,30942
2024S2,TOTAL,Y004,TOTAL,POP,p,63119
2024S2,TOTAL,Y005,M,POP,p,33996
2024S2,TOTAL,Y005,F,POP,p,32542
2024S2,TOTAL,Y005,TOTAL,POP,p,66538
2024S2,TOTAL,Y006,M,POP,p,36140
2024S2,TOTAL,Y006,F,POP,p,34408
2024S2,TOTAL,Y006,TOTAL,POP,p,70548
2024S2,TOTAL,Y007,M,POP,p,38204
2024S2,TOTAL,Y007,F,POP,p,36175
2024S2,TOTAL,Y007,TOTAL,POP,p,74379
2024S2,TOTAL,Y008,M,POP,p,39764
2024S2,TOTAL,Y008,F,POP,p,37495
2024S2,TOTAL,Y008,TOTAL,POP,p,77259
2024S2,TOTAL,Y009,M,POP,p,40901
2024S2,TOTAL,Y009,F,POP,p,38257
2024S2,TOTAL,Y009,TOTAL,POP,p,79158
2024S2,TOTAL,Y010,M,POP,p,41055
2024S2,TOTAL,Y010,F,POP,p,38495
2024S2,TOTAL,Y010,TOTAL,POP,p,79550
2024S2,TOTAL,Y011,M,POP,p,42152
2024S2,TOTAL,Y011,F,POP,p,39571
2024S2,TOTAL,Y011,TOTAL,POP,p,81723
2024S2,TOTAL,Y012,M,POP,p,43983
2024S2,TOTAL,Y012,F,POP,p,41282
2024S2,TOTAL,Y012,TOTAL,POP,p,85265
2024S2,TOTAL,Y013,M,POP,p,45204
2024S2,TOTAL,Y013,F,POP,p,42336
2024S2,TOTAL,Y013,TOTAL,POP,p,87540
2024S2,TOTAL,Y014,M,POP,p,46195
2024S2,TOTAL,Y014,F,POP,p,42803
2024S2,TOTAL,Y014,TOTAL,POP,p,88998
2024S2,TOTAL,Y015,M,POP,p,47243
2024S2,TOTAL,Y015,F,POP,p,43933
2024S2,TOTAL,Y015,TOTAL,POP,p,91176
2024S2,TOTAL,Y016,M,POP,p,47410
2024S2,TOTAL,Y016,F,POP,p,44049
2024S2,TOTAL,Y016,TOTAL,POP,p,91459
2024S2,TOTAL,Y017,M,POP,p,47211
2024S2,TOTAL,Y017,F,POP,p,43251
2024S2,TOTAL,Y017,TOTAL,POP,p,90462
2024S2,TOTAL,Y018,M,POP,p,47959
2024S2,TOTAL,Y018,F,POP,p,43549
2024S2,TOTAL,Y018,TOTAL,POP,p,91508
2024S2,TOTAL,Y019,M,POP,p,48078
2024S2,TOTAL,Y019,F,POP,p,43993
2024S2,TOTAL,Y019,TOTAL,POP,p,92071
2024S2,TOTAL,Y020,M,POP,p,47848
2024S2,TOTAL,Y020,F,POP,p,43952
2024S2,TOTAL,Y020,TOTAL,POP,p,91800
2024S2,TOTAL,Y021,M,POP,p,47501
2024S2,TOTAL,Y021,F,POP,p,43152
2024S2,TOTAL,Y021,TOTAL,POP,p,90653
2024S2,TOTAL,Y022,M,POP,p,47205
2024S2,TOTAL,Y022,F,POP,p,42907
2024S2,TOTAL,Y022,TOTAL,POP,p,90112
2024S2,TOTAL,Y023,M,POP,p,47792
2024S2,TOTAL,Y023,F,POP,p,44054
2024S2,TOTAL,Y023,TOTAL,POP,p,91846
2024S2,TOTAL,Y024,M,POP,p,48099
2024S2,TOTAL,Y024,F,POP,p,44916
2024S2,TOTAL,Y024,TOTAL,POP,p,93015
2024S2,TOTAL,Y025,M,POP,p,47916
2024S2,TOTAL,Y025,F,POP,p,44611
2024S2,TOTAL,Y025,TOTAL,POP,p,92527
2024S2,TOTAL,Y026,M,POP,p,48395
2024S2,TOTAL,Y026,F,POP,p,45330
2024S2,TOTAL,Y026,TOTAL,POP,p,93725
2024S2,TOTAL,Y027,M,POP,p,48873
2024S2,TOTAL,Y027,F,POP,p,46115
2024S2,TOTAL,Y027,TOTAL,POP,p,94988
2024S2,TOTAL,Y028,M,POP,p,49160
2024S2,TOTAL,Y028,F,POP,p,46545
2024S2,TOTAL,Y028,TOTAL,POP,p,95705
2024S2,TOTAL,Y029,M,POP,p,49850
2024S2,TOTAL,Y029,F,POP,p,47673
2024S2,TOTAL,Y029,TOTAL,POP,p,97523
2024S2,TOTAL,Y030,M,POP,p,50708
2024S2,TOTAL,Y030,F,POP,p,48526
2024S2,TOTAL,Y030,TOTAL,POP,p,99234
2024S2,TOTAL,Y031,M,POP,p,51705
2024S2,TOTAL,Y031,F,POP,p,49492
2024S2,TOTAL,Y031,TOTAL,POP,p,101197
2024S2,TOTAL,Y032,M,POP,p,51912
2024S2,TOTAL,Y032,F,POP,p,49714
2024S2,TOTAL,Y032,TOTAL,POP,p,101626
2024S2,TOTAL,Y033,M,POP,p,51686
2024S2,TOTAL,Y033,F,POP,p,49712
2024S2,TOTAL,Y033,TOTAL,POP,p,101398
2024S2,TOTAL,Y034,M,POP,p,51808
2024S2,TOTAL,Y034,F,POP,p,50298
2024S2,TOTAL,Y034,TOTAL,POP,p,102106
2024S2,TOTAL,Y035,M,POP,p,51877
2024S2,TOTAL,Y035,F,POP,p,50817
2024S2,TOTAL,Y035,TOTAL,POP,p,102694
2024S2,TOTAL,Y036,M,POP,p,52144
2024S2,TOTAL,Y036,F,POP,p,51047
2024S2,TOTAL,Y036,TOTAL,POP,p,103191
2024S2,TOTAL,Y037,M,POP,p,52016
2024S2,TOTAL,Y037,F,POP,p,51466
2024S2,TOTAL,Y037,TOTAL,POP,p,103482
2024S2,TOTAL,Y038,M,POP,p,52703
2024S2,TOTAL,Y038,F,POP,p,52653
2024S2,TOTAL,Y038,TOTAL,POP,p,105356
2024S2,TOTAL,Y039,M,POP,p,53998
2024S2,TOTAL,Y039,F,POP,p,53763
2024S2,TOTAL,Y039,TOTAL,POP,p,107761
2024S2,TOTAL,Y040,M,POP,p,54993
2024S2,TOTAL,Y040,F,POP,p,54962
2024S2,TOTAL,Y040,TOTAL,POP,p,109955
2024S2,TOTAL,Y041,M,POP,p,57258
2024S2,TOTAL,Y041,F,POP,p,56838
2024S2,TOTAL,Y041,TOTAL,POP,p,114096
2024S2,TOTAL,Y042,M,POP,p,60025
2024S2,TOTAL,Y042,F,POP,p,58953
2024S2,TOTAL,Y042,TOTAL,POP,p,118978
2024S2,TOTAL,Y043,M,POP,p,62427
2024S2,TOTAL,Y043,F,POP,p,61377
2024S2,TOTAL,Y043,TOTAL,POP,p,123804
2024S2,TOTAL,Y044,M,POP,p,64717
2024S2,TOTAL,Y044,F,POP,p,63537
2024S2,TOTAL,Y044,TOTAL,POP,p,128254
2024S2,TOTAL,Y045,M,POP,p,67428
2024S2,TOTAL,Y045,F,POP,p,65498
2024S2,TOTAL,Y045,TOTAL,POP,p,132926
2024S2,TOTAL,Y046,M,POP,p,69577
2024S2,TOTAL,Y046,F,POP,p,67211
2024S2,TOTAL,Y046,TOTAL,POP,p,136788
2024S2,TOTAL,Y047,M,POP,p,70370
2024S2,TOTAL,Y047,F,POP,p,67925
2024S2,TOTAL,Y047,TOTAL,POP,p,138295
2024S2,TOTAL,Y048,M,POP,p,70660
2024S2,TOTAL,Y048,F,POP,p,68129
2024S2,TOTAL,Y048,TOTAL,POP,p,138789
2024S2,TOTAL,Y049,M,POP,p,70151
2024S2,TOTAL,Y049,F,POP,p,67517
2024S2,TOTAL,Y049,TOTAL,POP,p,137668
2024S2,TOTAL,Y050,M,POP,p,68177
2024S2,TOTAL,Y050,F,POP,p,65941
2024S2,TOTAL,Y050,TOTAL,POP,p,134118
2024S2,TOTAL,Y051,M,POP,p,66110
2024S2,TOTAL,Y051,F,POP,p,64346
2024S2,TOTAL,Y051,TOTAL,POP,p,130456
2024S2,TOTAL,Y052,M,POP,p,64448
2024S2,TOTAL,Y052,F,POP,p,62803
2024S2,TOTAL,Y052,TOTAL,POP,p,127251
2024S2,TOTAL,Y053,M,POP,p,62659
2024S2,TOTAL,Y053,F,POP,p,61228
2024S2,TOTAL,Y053,TOTAL,POP,p,123887
2024S2,TOTAL,Y054,M,POP,p,60678
2024S2,TOTAL,Y054,F,POP,p,59816
2024S2,TOTAL,Y054,TOTAL,POP,p,120494
2024S2,TOTAL,Y055,M,POP,p,58873
2024S2,TOTAL,Y055,F,POP,p,58455
2024S2,TOTAL,Y055,TOTAL,POP,p,117328
2024S2,TOTAL,Y056,M,POP,p,58023
2024S2,TOTAL,Y056,F,POP,p,58017
2024S2,TOTAL,Y056,TOTAL,POP,p,116040
2024S2,TOTAL,Y057,M,POP,p,56915
2024S2,TOTAL,Y057,F,POP,p,57241
2024S2,TOTAL,Y057,TOTAL,POP,p,114156
2024S2,TOTAL,Y058,M,POP,p,55296
2024S2,TOTAL,Y058,F,POP,p,56166
2024S2,TOTAL,Y058,TOTAL,POP,p,111462
2024S2,TOTAL,Y059,M,POP,p,54455
2024S2,TOTAL,Y059,F,POP,p,55921
2024S2,TOTAL,Y059,TOTAL,POP,p,110376
2024S2,TOTAL,Y060,M,POP,p,52197
2024S2,TOTAL,Y060,F,POP,p,54426
2024S2,TOTAL,Y060,TOTAL,POP,p,106623
2024S2,TOTAL,Y061,M,POP,p,49219
2024S2,TOTAL,Y061,F,POP,p,52174
2024S2,TOTAL,Y061,TOTAL,POP,p,101393
2024S2,TOTAL,Y062,M,POP,p,47267
2024S2,TOTAL,Y062,F,POP,p,50852
2024S2,TOTAL,Y062,TOTAL,POP,p,98119
2024S2,TOTAL,Y063,M,POP,p,45945
2024S2,TOTAL,Y063,F,POP,p,50194
2024S2,TOTAL,Y063,TOTAL,POP,p,96139
2024S2,TOTAL,Y064,M,POP,p,44986
2024S2,TOTAL,Y064,F,POP,p,49725
2024S2,TOTAL,Y064,TOTAL,POP,p,94711
2024S2,TOTAL,Y065,M,POP,p,43733
2024S2,TOTAL,Y065,F,POP,p,48801
2024S2,TOTAL,Y065,TOTAL,POP,p,92534
2024S2,TOTAL,Y066,M,POP,p,42528
2024S2,TOTAL,Y066,F,POP,p,47708
2024S2,TOTAL,Y066,TOTAL,POP,p,90236
2024S2,TOTAL,Y067,M,POP,p,40183
2024S2,TOTAL,Y067,F,POP,p,45558
2024S2,TOTAL,Y067,TOTAL,POP,p,85741
2024S2,TOTAL,Y068,M,POP,p,37963
2024S2,TOTAL,Y068,F,POP,p,43476
2024S2,TOTAL,Y068,TOTAL,POP,p,81439
2024S2,TOTAL,Y069,M,POP,p,36471
2024S2,TOTAL,Y069,F,POP,p,42256
2024S2,TOTAL,Y069,TOTAL,POP,p,78727
2024S2,TOTAL,Y070,M,POP,p,35387
2024S2,TOTAL,Y070,F,POP,p,41335
2024S2,TOTAL,Y070,TOTAL,POP,p,76722
2024S2,TOTAL,Y071,M,POP,p,34776
2024S2,TOTAL,Y071,F,POP,p,40900
2024S2,TOTAL,Y071,TOTAL,POP,p,75676
2024S2,TOTAL,Y072,M,POP,p,33090
2024S2,TOTAL,Y072,F,POP,p,39477
2024S2,TOTAL,Y072,TOTAL,POP,p,72567
2024S2,TOTAL,Y073,M,POP,p,30985
2024S2,TOTAL,Y073,F,POP,p,37664
2024S2,TOTAL,Y073,TOTAL,POP,p,68649
2024S2,TOTAL,Y074,M,POP,p,30637
2024S2,TOTAL,Y074,F,POP,p,37695
2024S2,TOTAL,Y074,TOTAL,POP,p,68332
2024S2,TOTAL,Y075,M,POP,p,31408
2024S2,TOTAL,Y075,F,POP,p,39296
2024S2,TOTAL,Y075,TOTAL,POP,p,70704
2024S2,TOTAL,Y076,M,POP,p,30125
2024S2,TOTAL,Y076,F,POP,p,38215
2024S2,TOTAL,Y076,TOTAL,POP,p,68340
2024S2,TOTAL,Y077,M,POP,p,27199
2024S2,TOTAL,Y077,F,POP,p,34856
2024S2,TOTAL,Y077,TOTAL,POP,p,62055
2024S2,TOTAL,Y078,M,POP,p,26111
2024S2,TOTAL,Y078,F,POP,p,34169
2024S2,TOTAL,Y078,TOTAL,POP,p,60280
2024S2,TOTAL,Y079,M,POP,p,25061
2024S2,TOTAL,Y079,F,POP,p,33492
2024S2,TOTAL,Y079,TOTAL,POP,p,58553
2024S2,TOTAL,Y080,M,POP,p,22943
2024S2,TOTAL,Y080,F,POP,p,31362
2024S2,TOTAL,Y080,TOTAL,POP,p,54305
2024S2,TOTAL,Y081,M,POP,p,20162
2024S2,TOTAL,Y081,F,POP,p,27845
2024S2,TOTAL,Y081,TOTAL,POP,p,48007
2024S2,TOTAL,Y082,M,POP,p,17171
2024S2,TOTAL,Y082,F,POP,p,24202
2024S2,TOTAL,Y082,TOTAL,POP,p,41373
2024S2,TOTAL,Y083,M,POP,p,17628
2024S2,TOTAL,Y083,F,POP,p,25375
2024S2,TOTAL,Y083,TOTAL,POP,p,43003
2024S2,TOTAL,Y084,M,POP,p,14519
2024S2,TOTAL,Y084,F,POP,p,21292
2024S2,TOTAL,Y084,TOTAL,POP,p,35811
2024S2,TOTAL,Y085,M,POP,p,10414
2024S2,TOTAL,Y085,F,POP,p,16312
2024S2,TOTAL,Y085,TOTAL,POP,p,26726
2024S2,TOTAL,Y086,M,POP,p,11512
2024S2,TOTAL,Y086,F,POP,p,18918
2024S2,TOTAL,Y086,TOTAL,POP,p,30430
2024S2,TOTAL,Y087,M,POP,p,11634
2024S2,TOTAL,Y087,F,POP,p,20329
2024S2,TOTAL,Y087,TOTAL,POP,p,31963
2024S2,TOTAL,Y088,M,POP,p,10383
2024S2,TOTAL,Y088,F,POP,p,19001
2024S2,TOTAL,Y088,TOTAL,POP,p,29384
2024S2,TOTAL,Y089,M,POP,p,8795
2024S2,TOTAL,Y089,F,POP,p,16639
2024S2,TOTAL,Y089,TOTAL,POP,p,25434
2024S2,TOTAL,Y090,M,POP,p,7320
2024S2,TOTAL,Y090,F,POP,p,14952
2024S2,TOTAL,Y090,TOTAL,POP,p,22272
2024S2,TOTAL,Y091,M,POP,p,6076
2024S2,TOTAL,Y091,F,POP,p,13265
2024S2,TOTAL,Y091,TOTAL,POP,p,19341
2024S2,TOTAL,Y092,M,POP,p,4837
2024S2,TOTAL,Y092,F,POP,p,11243
2024S2,TOTAL,Y092,TOTAL,POP,p,16080
2024S2,TOTAL,Y093,M,POP,p,3638
2024S2,TOTAL,Y093,F,POP,p,9331
2024S2,TOTAL,Y093,TOTAL,POP,p,12969
2024S2,TOTAL,Y094,M,POP,p,2650
2024S2,TOTAL,Y094,F,POP,p,7317
2024S2,TOTAL,Y094,TOTAL,POP,p,9967
2024S2,TOTAL,Y095,M,POP,p,1885
2024S2,TOTAL,Y095,F,POP,p,5465
2024S2,TOTAL,Y095,TOTAL,POP,p,7350
2024S2,TOTAL,Y096,M,POP,p,1304
2024S2,TOTAL,Y096,F,POP,p,4137
2024S2,TOTAL,Y096,TOTAL,POP,p,5441
2024S2,TOTAL,Y097,M,POP,p,863
2024S2,TOTAL,Y097,F,POP,p,3028
2024S2,TOTAL,Y097,TOTAL,POP,p,3891
2024S2,TOTAL,Y098,M,POP,p,575
2024S2,TOTAL,Y098,F,POP,p,2187
2024S2,TOTAL,Y098,TOTAL,POP,p,2762
2024S2,TOTAL,Y099,M,POP,p,367
2024S2,TOTAL,Y099,F,POP,p,1496
2024S2,TOTAL,Y099,TOTAL,POP,p,1863
2024S2,TOTAL,Y_GE100,M,POP,p,439
2024S2,TOTAL,Y_GE100,F,POP,p,2416
2024S2,TOTAL,Y_GE100,TOTAL,POP,p,2855
2024S2,TOTAL,TOTAL,M,POP,p,3974342
2024S2,TOTAL,TOTAL,F,POP,p,4093112
2024S2,TOTAL,TOTAL,TOTAL,POP,p,8067454
